codigo,latitude,longitude,altitude,nome,estado,municipio,responsavel,ultima_att,tipo
47000,-0.65,-47.55,14,SALINÓPOLIS,PARÁ,SALINÓPOLIS,INMET,2021-06-14 00:00:00,2
47001,-0.833333,-47.5,68,MARACANÃ,PARÁ,MARACANÃ,IDESP,2005-03-29 00:00:00,2
47002,-0.6231,-47.3536,,SALINÓPOLIS,PARÁ,SALINÓPOLIS,ANA,2018-06-18 00:00:00,2
47003,-0.7375,-47.8536,,CURUÇA,PARÁ,CURUÇA,ANA,2018-06-18 00:00:00,2
47004,-0.9294,-47.0994,,PRIMAVERA,PARÁ,PRIMAVERA,ANA,2018-02-07 00:00:00,2
47005,-0.6336,-47.6583,,MARUDA,PARÁ,MARAPANIM,ANA,2017-05-17 00:00:00,2
47006,-0.7747,-47.1775,,SÃO JOÃO DE PIRABAS,PARÁ,SÃO JOÃO DE PIRABAS,ANA,2017-07-27 00:00:00,2
47007,-0.7944,-47.5997,,MAGALHÃES BARATA,PARÁ,MAGALHÃES BARATA,ANA,2017-07-27 00:00:00,2
48000,-0.7278,-48.5158,12.6,SOURE (ILHA DE MARAJÓ),PARÁ,SOURE,INMET,2019-03-21 00:00:00,2
48002,-0.9,-48.6333,7,CÂMARA,PARÁ,CACHOEIRA DO ARARI,IDESP,2006-06-09 00:00:00,2
48003,-0.55,-48.7833,8,FAZENDA TAPERA (MARAJÓ),PARÁ,SOURE,IDESP,2005-03-28 00:00:00,2
48004,-0.3333,-48.5167,8,FAZENDA LIVRAMENTO,PARÁ,SOURE,IDESP,2010-03-30 00:00:00,2
48005,-0.2,-48.9167,,MANDUBE,PARÁ,CHAVES,IDESP,2006-05-15 00:00:00,2
48006,-0.8681,-48.1103,,VIGIA,PARÁ,VIGIA,ANA,2017-05-17 00:00:00,2
49000,-0.9833,-49.95,7,ANAJÁS (ILHA DO MARAJÓ),PARÁ,ANAJÁS,IDESP,2009-01-15 00:00:00,2
49001,-0.6167,-49.1667,3,SANTA CRUZ DO ARARI (I. MARAJÓ),PARÁ,SANTA CRUZ DO ARARI,IDESP,2005-03-28 00:00:00,2
49002,-0.8167,-49.15,3,TUYUYU,PARÁ,CACHOEIRA DO ARARI,IDESP,2005-06-13 00:00:00,2
49003,-0.8333,-49.7667,8,FAZENDA SÃO SEBASTIÃO,PARÁ,PONTA DE PEDRAS,IDESP,2005-01-31 00:00:00,2
49004,-0.2167,-49.4667,8,ARAPIXI,PARÁ,CHAVES,IDESP,2010-03-30 00:00:00,2
49006,-0.25,-49.2667,8,FAZENDA CAJUEIRO (MARAJÓ),PARÁ,CHAVES,IDESP,2005-01-31 00:00:00,2
49007,-0.4,-49.9,,SANTA LUZIA,PARÁ,CHAVES,IDESP,2006-05-15 00:00:00,2
49008,-0.5333,-49.4,,FAZENDA GLÓRIA,PARÁ,SANTA CRUZ DO ARARI,IDESP,2006-05-15 00:00:00,2
49009,-0.9853,-49.9394,,ANAJÁS,PARÁ,ANAJÁS,ANA,2017-05-17 00:00:00,2
49010,-0.1656,-49.9786,,CHAVES,PARÁ,CHAVES,ANA,2019-12-17 00:00:00,2
49011,-1.0158,-48.9597,,SANTA CRUZ DO ARARI,PARÁ,SANTA CRUZ DO ARARI,ANA,2020-01-30 00:00:00,2
49012,-0.6653,-49.1711,,CACHOEIRA DO ARARI,PARÁ,CACHOEIRA DO ARARI,ANA,2018-07-06 00:00:00,2
50000,-0.15,-50,8,CHAVES,PARÁ,CHAVES,IDESP,2010-03-30 00:00:00,2
50001,-0.1,-50.3833,8,AFUÁ,PARÁ,AFUÁ,IDESP,2006-02-01 00:00:00,2
50002,-0.8,-50.7,,JUPATI,PARÁ,AFUÁ,IDESP,2006-05-15 00:00:00,2
50003,-0.1603,-50.3894,,AFUÁ,PARÁ,AFUÁ,ANA,2017-05-17 00:00:00,2
51000,-0.05,-51.1833,8,PORTO SANTANA,AMAPÁ,MACAPÁ,ICOMI,2005-01-31 00:00:00,2
51001,-0.05,-51.0667,,MACAPA,AMAPÁ,MACAPÁ,ICOMI,2010-03-30 00:00:00,2
51002,-0.3992,-51.4203,,NAVIO,AMAPÁ,MAZAGÃO,ANA,2020-01-30 00:00:00,2
51003,-0.1833,-51.8,,PANCADA,AMAPÁ,MAZAGÃO,ANA,2018-10-05 00:00:00,2
51004,-0.1806,-51.7358,,VILA DO MARACÁ,AMAPÁ,MAZAGÃO,ANA,2018-08-09 00:00:00,2
51005,-0.7947,-51.6239,,BOM JARDIM,PARÁ,GURUPÁ,ANA,2018-04-12 00:00:00,2
52000,-0.5711,-52.575,,SÃO FRANCISCO,AMAPÁ,LARANJAL DO JARÍ,ANA,2016-10-11 00:00:00,2
52001,-0.1333,-52.9333,,CARECURU,AMAPÁ,MAZAGÃO,ANA,2006-05-03 00:00:00,2
52002,-0.6,-52.6,,IRATAPURU,AMAPÁ,MAZAGÃO,ANA,2019-12-17 00:00:00,2
52003,-0.4567,-52.0775,,SÃO PEDRO,AMAPÁ,MAZAGÃO,ANA,2018-10-31 00:00:00,2
52004,-0.1392,-52.9344,95,UHE SANTO ANTÔNIO DO JARI CHAFARIZ DE CIMA,AMAPÁ,LARANJAL DO JARÍ,JARI,2015-05-06 00:00:00,2
52005,-0.5497,-52.6742,65,UHE SANTO ANTÔNIO DO JARI ITAPEUARA,AMAPÁ,LARANJAL DO JARÍ,JARI,2015-05-06 00:00:00,2
52006,-0.5572,-52.5792,44,UHE SANTO ANTÔNIO DO JARI IRATAPURU,AMAPÁ,LARANJAL DO JARÍ,JARI,2015-05-06 00:00:00,2
52007,-0.5661,-52.5214,44,UHE SANTO ANTÔNIO DO JARI MORENO,AMAPÁ,LARANJAL DO JARÍ,JARI,2015-05-06 00:00:00,2
52008,-0.6514,-52.5075,14,UHE SANTO ANTÔNIO DO JARI CACHOEIRA,AMAPÁ,LARANJAL DO JARÍ,JARI,2015-05-06 00:00:00,2
52009,-0.6619,-52.5161,25,UHE SANTO ANTÔNIO DO JARI JUSANTE,AMAPÁ,LARANJAL DO JARÍ,JARI,2015-05-06 00:00:00,2
52010,-0.8569,-52.525,,LARANJAL DO JARI,AMAPÁ,LARANJAL DO JARÍ,ANA,2016-04-12 00:00:00,2
53000,-0.4167,-53.7,,FAZENDA PAQUIRA,PARÁ,ALMEIRIM,ANA,2006-05-03 00:00:00,2
53001,-0.2139,-53.8469,,PORTO PUXURI,PARÁ,ALMEIRIM,ANA,2019-12-17 00:00:00,2
54000,-0.9667,-54.4333,,LAJEIRO,PARÁ,MONTE ALEGRE,ANA,2007-10-18 00:00:00,2
54001,-0.95,-54.9167,,SETE VARAS,PARÁ,ALENQUER,ANA,2006-05-03 00:00:00,2
54002,0.5861,-54.2086,,ALDEIA PURURÉ,PARÁ,ALMEIRIM,ANA,2017-06-14 00:00:00,2
57000,-0.6953,-57.9742,93,ALDEIA WAI-WAI,PARÁ,ORIXIMINÁ,ANA,2019-12-17 00:00:00,2
57001,-0.9978,-57.0431,,GARGANTA,PARÁ,ORIXIMINÁ,ANA,2019-12-17 00:00:00,2
59001,-0.8661,-59.6011,85,UHE PITINGA JUSANTE,AMAZONAS,PRESIDENTE FIGUEIRE,TABOCA,2015-06-24 00:00:00,2
59002,-0.585,-59.7761,128,UHE PITINGA MONTANTE,AMAZONAS,PRESIDENTE FIGUEIRE,TABOCA,2015-06-24 00:00:00,2
59003,-0.5956,-59.7772,113,UHE PITINGA SERRA,AMAZONAS,PRESIDENTE FIGUEIRE,TABOCA,2015-07-09 00:00:00,2
60000,-0.8558,-60.5219,59,BASE ALALAÚ,RORAIMA,RORAINÓPOLIS,ANA,2019-12-02 00:00:00,2
60001,-0.2275,-60.6908,,FAZENDA SÃO LUCAS,RORAIMA,SÃO LUIZ,ANA,2018-09-24 00:00:00,2
61000,-0.5067,-61.7858,,SANTA MARIA DO BOIAÇU,RORAIMA,RORAINÓPOLIS,ANA,2019-11-19 00:00:00,2
61001,-0.8731,-61.9317,,TERRA PRETA,RORAIMA,CARACARAÍ,ANA,2018-12-11 00:00:00,2
62000,-0.9711,-62.9286,30.65,BARCELOS,AMAZONAS,BARCELOS,INMET,2019-03-21 00:00:00,2
62001,-0.3011,-62.7622,,JALAUACA,AMAZONAS,BARCELOS,ANA,2006-05-03 00:00:00,2
62002,-0.9658,-62.9311,,BARCELOS,AMAZONAS,BARCELOS,ANA,2018-08-10 00:00:00,2
63000,-0.5983,-63.3978,,CUMARU,AMAZONAS,BARCELOS,ANA,2020-07-01 00:00:00,2
63001,-0.3672,-62.7753,,SAMAUMA,AMAZONAS,BARCELOS,ANA,2019-11-19 00:00:00,2
64001,-0.71,-64.7961,,SANTA MARIA DO URUBAXI,AMAZONAS,BARCELOS,ANA,2006-05-03 00:00:00,2
64002,-0.5919,-64.8256,,ACARIQUARA,AMAZONAS,SANTA IZABEL DO RIO,ANA,2019-06-11 00:00:00,2
65000,-0.42,-65.98,45,SANTA ISABEL DO RIO NEGRO,AMAZONAS,SANTA IZABEL DO RIO,INMET,2019-03-21 00:00:00,2
65001,-0.4203,-65.0153,,TAPURUQUARA,AMAZONAS,SANTA IZABEL DO RIO,ANA,2020-07-01 00:00:00,2
65002,-0.5406,-65.2122,,BACURI,AMAZONAS,SANTA IZABEL DO RIO,ANA,2020-07-01 00:00:00,2
66000,-0.2889,-66.1533,,LIVRAMENTO,AMAZONAS,SÃO GABRIEL DA CACH,ANA,2020-07-01 00:00:00,2
66001,-0.65,-66.75,,BOM JESUS DO MARIE,AMAZONAS,SÃO GABRIEL DA CACH,ANA,2006-05-03 00:00:00,2
66002,-0.2017,-66.8033,,CURICURIARI,AMAZONAS,SÃO GABRIEL DA CACH,ANA,2020-07-01 00:00:00,2
67000,-0.1253,-67.0611,79.71,SÃO GABRIEL DA CACHOEIRA,AMAZONAS,SÃO GABRIEL DA CACH,INMET,2019-03-21 00:00:00,2
67001,-0.1367,-67.0856,,SÃO GABRIEL DA CACHOEIRA,AMAZONAS,SÃO GABRIEL DA CACH,ANA,2019-07-09 00:00:00,2
67002,-0.3444,-67.5358,,TUMBIRA,AMAZONAS,SÃO GABRIEL DA CACH,ANA,2019-11-27 00:00:00,2
71000,-0.916667,-71.8,,QUINCHE,COLÔMBIA,LA PEDRERA,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
72000,-0.616667,-72.9333,,PTO ZABALO,COLÔMBIA,LETICIA,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
72001,-0.55,-72.75,,ANGOSTURAS,COLÔMBIA,LETICIA,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
72002,-0.666667,-72.6167,,MONOCHOA,COLÔMBIA,LETICIA,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
72003,-0.583333,-72.4333,,PTO LAS BRISAS,COLÔMBIA,LETICIA,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
72004,-0.55,-72.1333,,AGUAZUL,COLÔMBIA,LETICIA,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
73000,-0.533333,-73.4,,ESTRECHOS LOS,COLÔMBIA,SOLANO,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
73001,-0.4,-73.75,,PTO BELEN,COLÔMBIA,LETICIA,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
73002,-0.616667,-73.15,,MONOS LOS,COLÔMBIA,LETICIA,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
73003,-0.533333,-73.0167,,CUEMANI,COLÔMBIA,LETICIA,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
74000,-0.1,-74.6167,,CORDOBA,COLÔMBIA,SOLANO,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
74001,-0.0666667,-74.6667,153,TAGUA LA,COLÔMBIA,PUERTO LEGUISANO,IDEAM-COLÔMBIA,2009-11-26 00:00:00,2
74002,-0.183333,-74.2833,,UMANCIA,COLÔMBIA,PUERTO LEGUISANO,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
74003,-0.333333,-74.0333,,GUAQUIRA,COLÔMBIA,PUERTO LEGUISANO,IDEAM-COLÔMBIA,2009-11-25 00:00:00,2
74004,-0.2,-74.7667,,BASE NAVAL,COLÔMBIA,PUERTO LEGUISANO,IDEAM-COLÔMBIA,2009-12-08 00:00:00,2
74005,-0.583333,-74.3667,,REFUGIO EL,COLÔMBIA,LETICIA,IDEAM-COLÔMBIA,2009-12-08 00:00:00,2
74006,-0.316667,-74.7667,,PTO LEGUIZA,COLÔMBIA,PUERTO LEGUISANO,IDEAM-COLÔMBIA,2009-12-09 00:00:00,2
75000,-0.75,-75.5333,219,TIPUTINI AEROPUERTO,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
75001,-0.9667,-75.2,200,PANTOJA,PERU,PERU,SENAMHI-PERU,1994-06-07 00:00:00,2
75002,-0.9167,-75.4167,205,NUEVO ROCAFUERTE,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
75003,-0.0117,-75.8667,,PUTUMAYO AEROPUERTO,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
75004,-0.75,-75.5333,228,TIPUTINI,EQUADOR,EQUADOR,EQUADOR,2003-05-16 00:00:00,2
75005,-0.1167,-75.25,300,GUEPPI,PERU,PERU,SENAMHI-PERU,1994-06-07 00:00:00,2
76000,-0.4167,-76.45,219,LIMONCOCHA,EQUADOR,EQUADOR,EQUADOR,2012-07-18 00:00:00,2
76001,-0.4667,-76.9833,200,COCA,EQUADOR,EQUADOR,EQUADOR,2012-07-18 00:00:00,2
76002,-0.1167,-76.3333,,TARAPOA AEROPUERTO,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
76003,-0.1167,-76.95,248,EL COCA AEROPUERTO,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
76004,-0.4167,-76.0833,200,PANACOCHA,EQUADOR,EQUADOR,EQUADOR,2012-07-18 00:00:00,2
76005,-0.05,-76.6167,300,SHUSHUFIND,EQUADOR,EQUADOR,EQUADOR,2012-07-18 00:00:00,2
76006,-0.4653,-76.9081,200,EL COCA - INAMHI,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77000,-0.25,-77,,SANTA CECÍLIA,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77002,-0.9833,-77.8167,665,TENA,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77003,-0.9167,-77.8,630,ARCHIDONA,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77004,-0.0833,-77.5667,1353,SAN RAFAEL NAPO,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77005,-0.3333,-77.7667,1640,EL CHACO-INECEL,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77006,-0.8667,-77.7667,790,COTUNDO,EQUADOR,EQUADOR,EQUADOR,2016-06-17 00:00:00,2
77008,-0.3667,-77.85,1615,SARDINAS,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77009,-0.1167,-77.6,1145,REVENTADOR,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77010,-0.6167,-77.8667,1925,BAEZA,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77011,-0.6167,-77.8833,1940,COSANGA,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77012,-0.0667,-77.2833,395,RIO AGUARICO,EQUADOR,EQUADOR,EQUADOR,2012-07-18 00:00:00,2
77013,-0.15,-77.7167,1500,SALADO A.J. GUATARINGO,EQUADOR,EQUADOR,EQUADOR,2012-07-18 00:00:00,2
77014,-0.3333,-77.9667,3200,OYACACHI,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77015,-0.4167,-77.8333,1500,BORJA MISION JOSEFINA,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77016,-0.3833,-77.8333,1500,BORJA A.J. QUIJOS,EQUADOR,EQUADOR,EQUADOR,2012-07-18 00:00:00,2
77017,-0.6,-77.6167,,EL PLAYON DE SAN FRANCISCO,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77018,-0.7,-77.8167,1230,JONDACHI,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77019,-0.2,-77.7,1310,RIO SALADO INECEL,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77020,-0.105,-77.9603,3440,SAN MARCOS,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77021,-0.6611,-77.5994,,EL CARMELO,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77022,-0.3333,-77.5,680,PUERTO LIBRE,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77023,-0.1669,-77.5,,LA BONITA,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77024,-0.9333,-77.35,500,CHONTA PUNTA,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
77025,-0.0386,-77.3339,,LUMBAQUI,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
78001,-0.3625,-78.5531,3058,IZOBAMBA  (INAMHI),EQUADOR,EQUADOR,EQUADOR,2002-02-28 00:00:00,2
78002,-0.7,-78.55,4800,EL REFUGIO - COTOPAXI,EQUADOR,EQUADOR,EQUADOR,2010-01-22 00:00:00,2
78003,-0.3667,-78.55,3058,IZOBAMBA-SANTA CAT.,EQUADOR,EQUADOR,EQUADOR,1999-04-30 00:00:00,2
78004,-0.916667,-78.6167,2785,LATACUNGA AEROPUERTO,EQUADOR,EQUADOR,EQUADOR,2010-01-22 00:00:00,2
78005,-0.2,-78.5,2870,QUITO-UNIVERSIDAD,EQUADOR,EQUADOR,EQUADOR,1999-04-30 00:00:00,2
78006,-0.15,-78.4833,2811,QUITO-MARISCAL SUCRE,EQUADOR,EQUADOR,EQUADOR,2003-05-16 00:00:00,2
78007,-0.0833333,-78.05,2380,CUYUJA,EQUADOR,EQUADOR,EQUADOR,2010-01-22 00:00:00,2
78008,-0.35,-78.1333,2228,IBARRA - ATAHUALPA,EQUADOR,EQUADOR,EQUADOR,2012-07-18 00:00:00,2
78009,-0.6403,-78.4958,3670,MARISCAL SUCRE INAMHI,EQUADOR,EQUADOR,EQUADOR,2010-09-09 00:00:00,2
78010,-0.7764,-78.5722,3040,MULALO,EQUADOR,EQUADOR,EQUADOR,2010-09-09 00:00:00,2
78011,-0.9533,-78.7078,3230,PUJILI (4 ESQUINAS),EQUADOR,EQUADOR,EQUADOR,2010-09-09 00:00:00,2
78012,-0.8206,-78.6403,3075,GUAYTACAMA,EQUADOR,EQUADOR,EQUADOR,2010-09-10 00:00:00,2
78013,-0.725,-78.6325,3130,PASTOCALLE,EQUADOR,EQUADOR,EQUADOR,2010-09-10 00:00:00,2
78014,-0.8833,-78.6667,2900,POALO,EQUADOR,EQUADOR,EQUADOR,2010-09-10 00:00:00,2
78015,-0.75,-78.6833,3000,TOACAZO,EQUADOR,EQUADOR,EQUADOR,2010-09-10 00:00:00,2
78016,-0.8378,-78.6644,2920,SAQUISILI,EQUADOR,EQUADOR,EQUADOR,2010-09-10 00:00:00,2
78017,-0.365,-78.1447,3150,PAPALLACTA,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
78018,-0.8378,-78.2789,3520,CHALUPAS,EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
79001,-0.9792,-79.6244,7,ESMERALDA-TACHINA  (DAC),EQUADOR,EQUADOR,EQUADOR,2010-09-13 00:00:00,2
79002,-0.25,-79.2,660,STO.DGO. DE LOS COL.,EQUADOR,EQUADOR,EQUADOR,1997-10-13 00:00:00,2
79003,-0.6639,-79.3847,100,BARRA D.J.TOACHI  (INAMHI),EQUADOR,EQUADOR,EQUADOR,2002-02-28 00:00:00,2
80001,-0.5833,-80.4,3,BAHIA DE CARAQUEZ,EQUADOR,EQUADOR,EQUADOR,1999-04-30 00:00:00,2
80002,-0.95,-80.7,6,MANTA,EQUADOR,EQUADOR,EQUADOR,2003-05-20 00:00:00,2
89001,-0.9,-89.6,6,SAN CRISTOBAL (GAL),EQUADOR,EQUADOR,EQUADOR,2003-05-16 00:00:00,2
144000,-1.83333,-44.8833,10,CURUPURU,MARANHÃO,CURURUPU,SUDENE,2005-06-15 00:00:00,2
144001,-1.3,-44.8833,,ILHA SÃO JOÃO DO FAROL,MARANHÃO,BACURI,INMET,2006-05-16 00:00:00,2
144002,-1.8261,-44.8678,,CURURUPU,MARANHÃO,CURURUPU,ANA,2017-03-30 00:00:00,2
145000,-1.4667,-45.7167,10,CÂNDIDO MENDES,MARANHÃO,CÂNDIDO MENDES,SUDENE,2005-06-15 00:00:00,2
145001,-1.4,-45.7833,20,GODOFREDO VIANA,MARANHÃO,GODOFREDO VIANA,SUDENE,2005-07-19 00:00:00,2
145002,-1.3,-45.8667,10,LUÍS DOMINGUES,MARANHÃO,LUÍS DOMINGUES,SUDENE,2008-11-05 00:00:00,2
145003,-1.85,-45.0667,20,SERRANO,MARANHÃO,CURURUPU,SUDENE,2008-11-05 00:00:00,2
145004,-1.6678,-45.3683,44,TURIAÇU,MARANHÃO,TURIAÇU,INMET,2014-11-20 00:00:00,2
145005,-1.66667,-45.3667,10,TURIAÇU,MARANHÃO,TURIAÇU,SUDENE,2008-11-05 00:00:00,2
145006,-1.4558,-45.7281,,CÂNDIDO MENDES,MARANHÃO,CÂNDIDO MENDES,ANA,2018-04-12 00:00:00,2
145007,-1.5397,-45.0797,15,APICUM-AÇU_Hospital Sebastiano Fonseca Costa,MARANHÃO,APICUM-AÇU,CEMADEN,2015-11-06 00:00:00,2
145008,-1.7303,-45.1448,46,BACURI_Prefeitura Municipal,MARANHÃO,BACURI,CEMADEN,,2
146000,-1.0636,-46.8653,24.68,TRACUATEUA,PARÁ,BRAGANÇA,INMET,2019-03-21 00:00:00,2
146001,-1.05,-46.7833,,BRAGANÇA,PARÁ,BRAGANÇA,ANA,2006-05-16 00:00:00,2
146002,-1.25,-46.8667,,NOVA MOCAJUBA,PARÁ,BRAGANÇA,ANA,2006-05-16 00:00:00,2
146003,-1.6,-46.2,50,SÃO JOÃO DO MURUJA,MARANHÃO,CARUTAPERA,SUDENE,2005-07-19 00:00:00,2
146004,-1.2167,-46.0167,10,CARUTAPERA,MARANHÃO,CARUTAPERA,SUDENE,2008-11-05 00:00:00,2
146005,-1.7331,-46.5989,,TARARUA - PONTE,PARÁ,VISEU,ANA,2018-04-12 00:00:00,2
146006,-1.8,-46.2667,,CAMIRANGA,PARÁ,VISEU,ANA,2006-05-16 00:00:00,2
146007,-1.0453,-46.7828,33,BRAGANÇA,PARÁ,VISEU,INMET,2010-07-26 00:00:00,2
146008,-1.8175,-46.3439,,ALTO BONITO,PARÁ,VISEU,ANA,2017-03-30 00:00:00,2
146009,-1.2314,-46.1878,,VISEU,PARÁ,VISEU,ANA,2017-05-17 00:00:00,2
146010,-1.2917,-46.5836,,EMBORAI,PARÁ,AUGUSTO CORRÊA,ANA,2017-07-27 00:00:00,2
146011,-1.5161,-46.9061,,SANTA LUZIA DO PARÁ,PARÁ,SANTA LUZIA DO PARÁ,ANA,2017-03-30 00:00:00,2
146012,-1.7989,-46.6967,,JAPIIM,PARÁ,VISEU,ANA,2018-04-12 00:00:00,2
146013,-1.2728,-46.8894,,NOVA MOCAJUBA,PARÁ,BRAGANÇA,ANA,2017-10-13 00:00:00,2
146014,-1.7887,-46.3082,21,BOA VISTA DO GURUPI_Hosp. Maria Lenilde dos Anjos,MARANHÃO,BOA VISTA DO GURUPI,CEMADEN,,2
147000,-1.55,-47.1167,,OUREM,PARÁ,OURÉM,ANA,2006-05-16 00:00:00,2
147001,-1.36667,-47.8833,,MACAPAZINHO,PARÁ,CASTANHAL,ANA,2006-05-16 00:00:00,2
147002,-1.2036,-47.1781,,CAPANEMA,PARÁ,CAPANEMA,ANA,2018-02-07 00:00:00,2
147003,-1.2167,-47.3333,,PEIXE BOI,PARÁ,PEIXE-BOI,ANA,2006-05-16 00:00:00,2
147004,-1.35,-47.9667,,BOA VISTA,PARÁ,CASTANHAL,ANA,2006-05-16 00:00:00,2
147005,-1.31667,-47.6167,48,IGARAPÉ-AÇU,PARÁ,IGARAPÉ-AÇU,INMET,2005-06-15 00:00:00,2
147006,-1.5667,-47.1,,BOM JARDIM,PARÁ,OURÉM,ANA,2008-08-01 00:00:00,2
147007,-1.2975,-47.9394,,CASTANHAL,PARÁ,CASTANHAL,ANA,2015-06-11 00:00:00,2
147008,-1.6775,-47.77,,SÃO DOMINGOS DO CAPIM,PARÁ,SÃO DOMINGOS DO CAP,ANA,2018-10-02 00:00:00,2
147009,-1.75,-47.0833,70,CAPITÃO POÇO,PARÁ,CAPITÃO POÇO,IDESP,2005-06-15 00:00:00,2
147010,-1.1325,-47.6283,,IGARAPÉ-AÇU,PARÁ,IGARAPÉ-AÇU,ANA,2017-05-17 00:00:00,2
147011,-1.655,-47.4914,,COLÔNIA SANTO ANTÔNIO,PARÁ,IRITUIA,ANA,2017-05-17 00:00:00,2
147012,-1.2833,-47.9167,,CASTANHAL,PARÁ,CASTANHAL,EMBRAPA/IPAGRO,2017-01-27 00:00:00,2
147013,-1.7667,-47.0667,,CAPITÃO POÇO,PARÁ,CAPITÃO POÇO,EMBRAPA/IPAGRO,2006-05-16 00:00:00,2
147014,-1.2833,-47.9167,,ESCOLA AGROTÉCNICA,PARÁ,CASTANHAL,EMBRAPA/IPAGRO,2012-07-03 00:00:00,2
147015,-1.7667,-47.0667,,VILA SANTA LUZIA,PARÁ,CAPITÃO POÇO,EMBRAPA/IPAGRO,2006-05-16 00:00:00,2
147016,-1.5517,-47.1172,,OUREM,PARÁ,OURÉM,ANA,2017-05-17 00:00:00,2
147017,-1.0386,-47.9133,,TERRA ALTA,PARÁ,TERRA ALTA,ANA,2017-05-17 00:00:00,2
147018,-1.3569,-47.5742,457,SANTA MARIA DO PARÁ,PARÁ,SANTA MARIA DO PARÁ,ANA,2017-05-17 00:00:00,2
147019,-1.21111,-47.3864,,NOVA TIMBOTEUA,PARÁ,NOVA TIMBOTEUA,ANA,2010-02-04 00:00:00,2
147020,-1.2,-47.18,57,CAPANEMA - SEDE,PARÁ,CAPANEMA,SEMAS-PA,2018-10-22 00:00:00,2
147021,-1.771,-47.437,19,IRITUIA_Centro,PARÁ,IRITUIA,CEMADEN,,2
147022,-1.7439,-47.5023,59,IRITUIA_Unidade de Saúde da Família KM14,PARÁ,IRITUIA,CEMADEN,,2
148000,-1.35,-48.1333,,PORTO DE MINAS,PARÁ,SANTA ISABEL DO PAR,ANA,2006-05-16 00:00:00,2
148001,-1.45,-48.5,,BELÉM,PARÁ,BELÉM,EMBRAPA/IPAGRO,2006-05-16 00:00:00,2
148002,-1.435,-48.4378,10,BELÉM,PARÁ,BELÉM,INMET,2010-11-12 00:00:00,2
148003,-1.2964,-48.1708,,SANTA ISABEL DO PARÁ,PARÁ,SANTA ISABEL DO PAR,ANA,2017-05-17 00:00:00,2
148004,-1.3833,-48.4667,16,BELÉM (VAL DE CÃES - SBBE),PARÁ,BELÉM,DEPV,2005-06-15 00:00:00,2
148005,-1.01667,-48.9333,6,CACHOEIRA DO ARARI (MARAJÓ),PARÁ,CACHOEIRA DO ARARI,IDESP,2010-03-08 00:00:00,2
148006,-1.2,-48.7667,8,SANTANA DO ARARI,PARÁ,PONTA DE PEDRAS,IDESP,1994-06-07 00:00:00,2
148007,-1.35,-48.1333,,CARAPARU (PORTO DE MINAS),PARÁ,SANTA ISABEL DO PAR,ANA,2011-06-02 00:00:00,2
