codigo,latitude,longitude,altitude,nome,estado,municipio,responsavel,ultima_att,tipo
841013,-8.9425,-41.4069,500,OURICURI,BAHIA,CASA NOVA,SUDENE,1999-09-23 00:00:00,2
841014,-8.1333,-41.1333,374,PAULISTANA,PIAUÍ,PAULISTANA,INMET,2007-10-15 00:00:00,2
841015,-8.4833,-41,,AFRÂNIO,PERNAMBUCO,AFRÂNIO,APAC-PE,2017-04-03 00:00:00,2
841016,-8.1333,-41.1167,350,AÇUDE INGAZEIRA,PIAUÍ,PAULISTANA,ANA,2001-06-29 00:00:00,2
841017,-8.0056,-41.5014,249,PEDRA REDONDA,PIAUÍ,CONCEIÇÃO DO CANIND,ANA,2017-07-06 00:00:00,2
841018,-8.5,-41.2,,QUEIMADA NOVA,PIAUÍ,QUEIMADA NOVA,EMATER,2006-05-16 00:00:00,2
841019,-8.7439,-41.2436,,LUÍS VIANA,BAHIA,CASA NOVA,ANA,2018-06-21 00:00:00,2
841020,-8.4642,-41.5078,412,BAIXÃO DO BARRO,PIAUÍ,LAGOA DO BARRO DO P,SEMARH-PI,2016-06-06 00:00:00,2
841021,-8.1919,-41.6267,360,BARREIRA GRANDE,PIAUÍ,SÃO FRANCISCO DE AS,SEMARH-PI,2016-06-07 00:00:00,2
841022,-8.1414,-41.1494,365,PAULISTANA,PIAUÍ,PAULISTANA,SEMARH-PI,2016-06-07 00:00:00,2
842000,-8.5167,-42.45,250,BOA ESPERANÇA,PIAUÍ,SÃO JOÃO DO PIAUÍ,SUDENE,2008-10-24 00:00:00,2
842001,-8.1167,-42.95,280,CANTO DO BURITI,PIAUÍ,CANTO DO BURITI,SUDENE,2008-10-24 00:00:00,2
842002,-8.9333,-42.3,270,FAZENDA RIACHO DAS VACAS,PIAUÍ,SÃO RAIMUNDO NONATO,SUDENE,2008-10-24 00:00:00,2
842003,-8.8167,-42.5,324,JUSCELINO KUBISTCHEK,PIAUÍ,SÃO RAIMUNDO NONATO,SUDENE,2008-10-24 00:00:00,2
842004,-8.6167,-42.1333,250,MOREIRA,PIAUÍ,SÃO RAIMUNDO NONATO,SUDENE,2008-10-24 00:00:00,2
842005,-8.1,-42.5667,170,SALINAS,PIAUÍ,SÃO JOÃO DO PIAUÍ,SUDENE,2008-10-24 00:00:00,2
842006,-8.3667,-42.25,244,SÃO JOÃO DO PIAUÍ,PIAUÍ,SÃO JOÃO DO PIAUÍ,SUDENE,2012-07-17 00:00:00,2
842007,-8.3667,-42.25,244,SÃO JOÃO DO PIAUÍ,PIAUÍ,SÃO JOÃO DO PIAUÍ,DNOCS,1997-01-07 00:00:00,2
842008,-8.3667,-42.6,300,SERRA DO FAUSTINO,PIAUÍ,SÃO JOÃO DO PIAUÍ,SUDENE,2008-10-24 00:00:00,2
842009,-8.7833,-42.7333,510,SÍTIO ESTAÇÃO,PIAUÍ,SÃO RAIMUNDO NONATO,SUDENE,2008-10-24 00:00:00,2
842010,-8.05,-42.2667,320,VEREDÃO,PIAUÍ,SÃO JOÃO DO PIAUÍ,SUDENE,2008-10-24 00:00:00,2
842011,-8.35,-42.25,235,SÃO JOÃO DO PIAUÍ,PIAUÍ,SÃO JOÃO DO PIAUÍ,INMET,2007-10-15 00:00:00,2
842012,-8.3667,-42.25,244,SÃO JOÃO DA CANABRAVA,PIAUÍ,SÃO JOÃO DA CANABRA,EMATER,2005-06-15 00:00:00,2
842013,-8.6667,-42.25,,CORONEL JOSÉ DIAS,PIAUÍ,CORONEL JOSÉ DIAS,EMATER,2006-05-16 00:00:00,2
842014,-8.3589,-42.2453,213,SÃO JOÃO DO PIAUÍ,PIAUÍ,SÃO JOÃO DO PIAUÍ,ANA,2020-02-20 00:00:00,2
842015,-8.0856,-42.9467,251,CANTO DO BURITI,PIAUÍ,CANTO DO BURITI,ANA,2020-02-20 00:00:00,2
843000,-8.3833,-43.0167,290,BOM RETIRO,PIAUÍ,CANTO DO BURITI,SUDENE,2005-06-15 00:00:00,2
843001,-8.0333,-43.4667,320,CHUPEIRO,PIAUÍ,ELISEU MARTINS,SUDENE,2008-10-24 00:00:00,2
843002,-8.2,-43.7,210,ELISEU MARTINS,PIAUÍ,ELISEU MARTINS,SUDENE,2008-10-24 00:00:00,2
843004,-8.7333,-43.9333,240,JAPECANGA,PIAUÍ,CRISTINO CASTRO,SUDENE,2008-10-24 00:00:00,2
843005,-8.4333,-43.8667,180,MALHADINHA,PIAUÍ,CRISTINO CASTRO,SUDENE,2005-06-15 00:00:00,2
843006,-8.05,-43.65,280,PUCA,PIAUÍ,ELISEU MARTINS,SUDENE,2008-10-24 00:00:00,2
843007,-8.0167,-43.9667,260,FAUVEIRA,PIAUÍ,BERTOLÍNIA,SUDENE,2008-10-24 00:00:00,2
843008,-8.4167,-43.7167,265,VALE DO GURGUÉIA,PIAUÍ,ALVORADA DO GURGUÉI,INMET,2012-11-08 00:00:00,2
843009,-8.1667,-43.8,200,COLÔNIA DO GURGUEIA,PIAUÍ,COLÔNIA DO GURGUÉIA,EMATER,2005-06-15 00:00:00,2
843010,-8.0981,-43.8103,200,PONTE BR-324,PIAUÍ,MANOEL EMÍDIO,ANA,2020-02-20 00:00:00,2
843011,-8.2836,-43.1214,358,CAJAZEIRAS,PIAUÍ,CANTO DO BURITI,SEMARH-PI,2016-06-06 00:00:00,2
844000,-8.05,-44.4667,270,BARRA DO PRATA,PIAUÍ,URUÇUÍ,SUDENE,2008-10-24 00:00:00,2
844001,-8.1333,-44.4167,310,CÍCERO COELHO,PIAUÍ,URUÇUÍ,SUDENE,2008-10-24 00:00:00,2
844002,-8.7667,-44.4,390,CONCEIÇÃO,PIAUÍ,BOM JESUS,SUDENE,2008-10-24 00:00:00,2
844004,-8.45,-44.0667,270,FAZENDA CAMPO ALEGRE,PIAUÍ,BERTOLÍNIA,SUDENE,2008-10-24 00:00:00,2
844005,-8.55,-44.5333,320,LAGOA GRANDE,PIAUÍ,CRISTINO CASTRO,SUDENE,2008-10-24 00:00:00,2
844006,-8.5333,-44.0167,180,MANGABEIRA,PIAUÍ,BERTOLÍNIA,SUDENE,2008-10-24 00:00:00,2
844007,-8.4,-44.4,390,PUCA,PIAUÍ,URUÇUÍ,SUDENE,2008-10-24 00:00:00,2
844008,-8.8131,-44.2156,262,CRISTINO CASTRO II,PIAUÍ,CRISTINO CASTRO,ANA,2020-02-20 00:00:00,2
844009,-8.8,-44.3,268,PALMEIRAS DO PIAUÍ,PIAUÍ,PALMEIRA DO PIAUÍ,EMATER,2005-06-15 00:00:00,2
844010,-8.8167,-44.2167,240,CRISTINO CASTRO,PIAUÍ,CRISTINO CASTRO,EMATER,2005-06-15 00:00:00,2
844011,-8.9167,-44.05,340,ALVORADA,PIAUÍ,SANTA LUZ,EMATER,2005-06-15 00:00:00,2
844012,-8.6722,-44.8853,,FORMOSA DO URUÇUÍ PRETO,PIAUÍ,BAIXA GRANDE DO RIB,ANA,2014-02-10 00:00:00,2
844013,-8.6967,-44.0881,,ASSENTAMENTO TROMBETAS,PIAUÍ,CRISTINO CASTRO,CPRM,2016-09-12 00:00:00,2
845000,-8.7333,-45.8833,190,CACHOEIRA,MARANHÃO,ALTO PARNAÍBA,SUDENE,2008-11-06 00:00:00,2
845001,-8.4667,-45.7667,191,TASSO FRAGOSO,MARANHÃO,TASSO FRAGOSO,SUDENE,2008-11-06 00:00:00,2
845002,-8.2667,-45.6667,180,TRANQUEIRAS,PIAUÍ,RIBEIRO GONÇALVES,SUDENE,2005-06-15 00:00:00,2
845003,-8.3175,-45.9678,360,BABILÔNIA,MARANHÃO,TASSO FRAGOSO,ANA,2020-02-20 00:00:00,2
845004,-8.1014,-45.5875,,BARRA DO FOSDÃO,MARANHÃO,TASSO FRAGOSO,ANA,2018-11-19 00:00:00,2
845005,-8.8211,-45.9681,285,INHUMAS,MARANHÃO,ALTO PARNAÍBA,ANA,2020-02-20 00:00:00,2
845006,-8.1667,-45.3,,BAIXA GRANDE DO RIBEIRO,PIAUÍ,BAIXA GRANDE DO RIB,EMATER,2006-05-16 00:00:00,2
845007,-8.2708,-45.6683,,FAZENDA PARACATI II,MARANHÃO,TASSO FRAGOSO,ANA,2015-09-10 00:00:00,2
846000,-8.9667,-46.8667,630,AMARO LEITE,MARANHÃO,BALSAS,SUDENE,2008-11-06 00:00:00,2
846001,-8.5,-46.4667,350,CROATÁ,MARANHÃO,BALSAS,SUDENE,2013-05-28 00:00:00,2
846002,-8.1667,-46.2333,300,OURO,MARANHÃO,BALSAS,SUDENE,2008-11-06 00:00:00,2
846003,-8.9167,-46.15,380,SALINAS,MARANHÃO,ALTO PARNAÍBA,SUDENE,2008-11-06 00:00:00,2
846004,-8.7167,-46.7167,480,RIO VERDE,MARANHÃO,BALSAS,SUDENE,2008-11-06 00:00:00,2
846005,-8.7736,-46.1183,334,BOA VISTA,MARANHÃO,ALTO PARNAÍBA,ANA,2020-02-20 00:00:00,2
847000,-8.85,-47.5333,400,CONCEIÇÃO,TOCANTINS,CENTENÁRIO,ANA,2005-03-29 00:00:00,2
847001,-8.3917,-47.7628,250,ITACAJA,TOCANTINS,ITACAJÁ,ANA,2018-10-02 00:00:00,2
847002,-7.9711,-46.8064,290,CAMPOS LINDOS,TOCANTINS,CAMPOS LINDOS,ANA,2018-09-11 00:00:00,2
847003,-8.7375,-47.2417,322,RECURSOLÂNDIA,TOCANTINS,RECURSOLÂNDIA,ANA,2018-09-12 00:00:00,2
847004,-8.9642,-47.3339,300,CENTENÁRIO,TOCANTINS,CENTENÁRIO,ANA,2018-09-12 00:00:00,2
847005,-8.3914,-47.7658,180,UHE ESTREITO RIO MANOEL ALVES PEQUENO,TOCANTINS,ITACAJÁ,CONS.CESTE,2015-10-08 00:00:00,2
848000,-8.0528,-48.4817,229,COLINAS DO TOCANTINS,TOCANTINS,COLINAS DO TOCANTIN,ANA,2018-09-12 00:00:00,2
848001,-8.8319,-48.8172,279,GUARAI,TOCANTINS,GUARAÍ,ANA,2019-10-22 00:00:00,2
848002,-8.5739,-48.6903,345,ITAPORÃ DO TOCANTINS,TOCANTINS,ITAPORÃ DO TOCANTIN,ANA,2018-09-12 00:00:00,2
848003,-8.3992,-48.1303,192,TUPIRATINS,TOCANTINS,TUPIRATINS,ANA,2018-10-02 00:00:00,2
848004,-8.9686,-48.1761,187,PEDRO AFONSO,TOCANTINS,PEDRO AFONSO,INMET,2010-11-12 00:00:00,2
848005,-8.9681,-48.1769,,PEDRO AFONSO,TOCANTINS,PEDRO AFONSO,INPE,2006-05-15 00:00:00,2
848006,-8.97,-48.1578,150,BOM JESUS DO TOCANTINS,TOCANTINS,BOM JESUS DO TOCANT,ANA,2018-09-12 00:00:00,2
848007,-8.3917,-48.1114,170,UHE ESTREITO MONTANTE 2,TOCANTINS,TUPIRATINS,CONS.CESTE,2015-10-08 00:00:00,2
849000,-8.26,-49.2631,157,CONCEIÇÃO DO ARAGUAIA,PARÁ,CONCEIÇÃO DO ARAGUA,INMET,2010-11-12 00:00:00,2
849001,-8.2833,-49.25,160,CONCEIÇÃO DO ARAGUAIA,PARÁ,CONCEIÇÃO DO ARAGUA,ANA,2006-05-09 00:00:00,2
849002,-8.8022,-49.5556,203,ARAGUACEMA (CHACARA ARAGUAIA),TOCANTINS,ARAGUACEMA,ANA,2020-03-10 00:00:00,2
849003,-8.2833,-49.25,150,CONCEIÇÃO DO ARAGUAIA,PARÁ,CONCEIÇÃO DO ARAGUA,DEPV,2005-06-14 00:00:00,2
849005,-8.1833,-49.8167,,ESCOLA AGROTÉCNICA - REDENÇÃO,PARÁ,REDENÇÃO,SEMAS-PA,2018-10-22 00:00:00,2
849006,-8.3611,-49.2775,,UHE TUCURUÍ RIO ARAGUAIA  2,PARÁ,CONCEIÇÃO DO ARAGUA,ELETRONORTE,2017-06-20 00:00:00,2
849007,-8.2694,-49.2594,141.89,CONCEIÇÃO DO ARAGUAIA,PARÁ,CONCEIÇÃO DO ARAGUA,ANA,2019-05-16 00:00:00,2
850000,-8.0439,-50.0006,213,REDENÇÃO,PARÁ,REDENÇÃO,ANA,2018-09-12 00:00:00,2
850001,-8.6603,-50.4442,218,FAZENDA SANTA MARTA DO INAJÁ,PARÁ,SANTA MARIA DAS BAR,ANA,2019-10-22 00:00:00,2
851000,-8.3464,-51.4428,,FAZENDA RIO DOURADO,PARÁ,SÃO FÉLIX DO XINGU,ANA,2019-10-09 00:00:00,2
852000,-8.0333,-52.15,,KUBENKRANKEIN,PARÁ,SÃO FÉLIX DO XINGU,ANA,2006-05-03 00:00:00,2
854000,-8.65,-54.2167,,MENCRANOTIRE,PARÁ,ALTAMIRA,ANA,2007-10-29 00:00:00,2
854001,-8.9072,-54.9558,444.55,PCH SALTO BURITI MONTANTE 1,PARÁ,ALTAMIRA,BURITI,2015-10-22 00:00:00,2
854002,-8.8981,-54.9889,446.1,PCH SALTO BURITI RIO ESCORPIÃO,PARÁ,ALTAMIRA,BURITI,2015-10-22 00:00:00,2
854003,-8.7303,-54.9636,255.39,PCH SALTO CURUÁ JUSANTE,PARÁ,ALTAMIRA,CURUÁ,2015-10-27 00:00:00,2
855000,-8.1872,-55.1194,,KM 947 BR-163,PARÁ,ITAITUBA,ANA,2021-03-17 00:00:00,2
855001,-8.75,-55.0333,433,PCH SALTO TRÊS DE MAIO BARRAMENTO,PARÁ,ALTAMIRA,EPA,2016-04-15 00:00:00,2
857000,-8.8703,-57.4164,212,SANTA ROSA,MATO GROSSO,APIACÁS,ANA,2014-01-22 00:00:00,2
857001,-8.8594,-57.4192,,UHE TELES PIRES RIO TELES PIRES JUSANTE 2,MATO GROSSO,APIACÁS,TELES PIRES,2020-09-30 00:00:00,2
859000,-8.35,-59.8167,,BOM DESTINO,AMAZONAS,NOVO ARIPUANÃ,ANA,2006-05-03 00:00:00,2
861000,-8.5333,-61.45,,BODOCÓ,AMAZONAS,HUMAITÁ,ELETRONORTE,2006-06-09 00:00:00,2
861001,-8.4833,-61.5333,,BODOCÓ,AMAZONAS,HUMAITÁ,ANA,2013-05-02 00:00:00,2
861002,-8.0017,-61.7497,122,BONAMIGO,AMAZONAS,MANICORÉ,ANA,2018-11-23 00:00:00,2
862000,-8.9322,-62.0556,96,TABAJARA,RONDÔNIA,MACHADINHO D'OESTE,ANA,2020-03-16 00:00:00,2
863000,-8.7667,-63.9167,95,PORTO VELHO,RONDÔNIA,PORTO VELHO,INMET,2013-05-03 00:00:00,2
863002,-8.7,-63.9167,88,PORTO VELHO,RONDÔNIA,PORTO VELHO,DEPV,2005-06-10 00:00:00,2
863003,-8.7597,-63.4625,55,CACHOEIRA DO SAMUEL,RONDÔNIA,CANDÉIAS DO JAMARI,ANA,2007-12-21 00:00:00,2
863004,-8.7986,-63.7106,,SANTA ISABEL,RONDÔNIA,PORTO VELHO,ANA,2020-02-03 00:00:00,2
863005,-8.09778,-63.6475,,SÍTIO VISTA ALEGRE,AMAZONAS,HUMAITÁ,ANA,2013-10-01 00:00:00,2
863006,-8.7469,-63.4636,,UHE SAMUEL JUSANTE,RONDÔNIA,CANDÉIAS DO JAMARI,ELETRONORTE,2017-06-16 00:00:00,2
863007,-8.795,-63.8458,95,PORTO VELHO - EMBRAPA / CPAF,RONDÔNIA,PORTO VELHO,SEDAM-RO,2008-06-19 00:00:00,2
863008,-8.7419,-63.9025,,PORTO VELHO,RONDÔNIA,PORTO VELHO,ANA,2020-02-03 00:00:00,2
863009,-8.4444,-63.5081,55.96,UHE SANTO ANTÔNIO SÃO CARLOS,RONDÔNIA,PORTO VELHO,SANTO ANTÔNIO,2017-02-15 00:00:00,2
863010,-8.1803,-63.0911,53.15,UHE SANTO ANTÔNIO PAPAGAIO,RONDÔNIA,PORTO VELHO,SANTO ANTÔNIO,2017-02-15 00:00:00,2
863011,-8.0517,-63.5194,,FAZENDA MASUNA (ex Sítio Três Irmãos),AMAZONAS,PORTO VELHO,ANA,2018-11-23 00:00:00,2
863012,-8.75,-63.9169,63.66,UHE SANTO ANTÔNIO PORTO VELHO,RONDÔNIA,PORTO VELHO,SANTO ANTÔNIO,2017-02-15 00:00:00,2
863013,-8.7967,-63.9583,,UHE SANTO ANTÔNIO MONTANTE,RONDÔNIA,PORTO VELHO,SANTO ANTÔNIO,2017-02-15 00:00:00,2
863014,-8.7422,-63.9042,86,PORTO VELHO_AC São Sebastião,RONDÔNIA,PORTO VELHO,CEMADEN,,2
863015,-8.7622,-63.9074,90,PORTO VELHO_Porto Velho,RONDÔNIA,PORTO VELHO,CEMADEN,,2
863016,-8.4522,-63.5178,40,PROSPERIDADE (EX. FOZ DO JAMARI),RONDÔNIA,PORTO VELHO,ANA,2020-02-03 00:00:00,2
863017,-8.7525,-63.455,,UHE SAMUEL BARRAMENTO,RONDÔNIA,CANDÉIAS DO JAMARI,ELETRONORTE,2017-06-16 00:00:00,2
865000,-8.3344,-65.7194,,FAZENDA SHEFFER,AMAZONAS,LÁBREA,ANA,2018-12-12 00:00:00,2
865001,-8.7675,-65.8844,,JURENÉ,AMAZONAS,LÁBREA,ANA,2014-11-12 00:00:00,2
865002,-8.6,-65.5833,,CACHOEIRA SANTO ANTÔNIO,AMAZONAS,LÁBREA,CONCREMAT,2013-05-21 00:00:00,2
866000,-8.8167,-66.1833,,CACHOEIRA FORTALEZA,AMAZONAS,LÁBREA,ANA,2006-05-03 00:00:00,2
866001,-8.8,-66.1333,,CACHOEIRA DO MEIO,AMAZONAS,LÁBREA,ANA,2006-05-03 00:00:00,2
866002,-8.8167,-66.1833,,CACHOEIRA FORTALEZA - JUSANTE,AMAZONAS,LÁBREA,ANA,2006-05-03 00:00:00,2
867000,-8.7167,-67.3833,115,STA MARIA DA BOCA DO ACRE,AMAZONAS,BOCA DO ACRE,INMET,2013-05-23 00:00:00,2
867001,-8.7356,-67.4003,143,BOCA DO ACRE,AMAZONAS,BOCA DO ACRE,ANA,2018-12-12 00:00:00,2
867002,-8.25,-67.3667,,SÃO ROMÃO (TABOCAL),AMAZONAS,BOCA DO ACRE,ANA,2018-12-12 00:00:00,2
867003,-8.5681,-67.5175,,TACHI,AMAZONAS,PAUINI,ANA,2014-11-12 00:00:00,2
867004,-8.6506,-67.3681,,VALPARAÍSO - MONTANTE,AMAZONAS,BOCA DO ACRE,ANA,2021-04-19 00:00:00,2
869000,-8.8842,-69.2681,,MANOEL URBANO,ACRE,MANOEL URBANO,ANA,2020-03-16 00:00:00,2
870000,-8.1667,-70.7667,190,TARAUACÁ (SEABRA),ACRE,TARAUACÁ,INMET,2010-11-12 00:00:00,2
870001,-8.1458,-70.7153,190,TARAUACÁ - JUSANTE,ACRE,TARAUACÁ,ANA,2018-10-03 00:00:00,2
870002,-8.1636,-70.3564,249,FEIJÓ,ACRE,FEIJÓ,ANA,2018-10-03 00:00:00,2
870003,-8.6858,-70.5511,,SERINGAL SANTA HELENA,ACRE,FEIJÓ,ANA,2018-10-03 00:00:00,2
870004,-8.1606,-70.7594,,PONTE DE TARAUACÁ,ACRE,TARAUACÁ,ANA,2018-10-03 00:00:00,2
871001,-8.6514,-71.5683,243,SERINGAL SÃO LUIZ,ACRE,TARAUACÁ,ANA,2014-11-12 00:00:00,2
871002,-8.6611,-71.5744,,SERINGAL SÃO LUIZ,ACRE,JORDÃO,ANA,2018-07-18 00:00:00,2
871003,-8.7528,-71.0661,224,SERINGAL MUCURIPE,ACRE,TARAUACÁ,ANA,2018-08-07 00:00:00,2
872000,-8.9353,-72.785,,THAUMATURGO,ACRE,MARECHAL THAUMATURG,ANA,2018-11-23 00:00:00,2
872001,-8.2675,-72.7344,211,PORTO WALTER,ACRE,PORTO WALTER,ANA,2018-11-23 00:00:00,2
873001,-8.235,-73.3006,,FAZENDA MONTE CRISTO,ACRE,CRUZEIRO DO SUL,ANA,2014-11-12 00:00:00,2
874000,-8.9333,-74.7,350,TOURNAVISTA,PERU,PERU,SENAMHI-PERU,2009-01-15 00:00:00,2
874001,-8.8167,-74.7167,307,ÁGUAS CALIENTES,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874002,-8.5,-74.8667,270,SAN JORGE,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874003,-8.6667,-74.9667,227,151309,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874004,-8.3833,-74.5333,154,PUCALLPA,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874005,-8.4167,-74.55,147,154302,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874006,-8.3833,-74.5333,154,154309,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874007,-8.3667,-74.5333,154,154303,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874008,-8.6,-74.3167,225,MASISEA,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874009,-8.4167,-74.6,148,PUCALLPA,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874010,-8.5,-74.8667,270,SAN JORGE,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874011,-8.8167,-74.7167,307,ÁGUAS CALIENTES,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874012,-8.9333,-74.7,350,TORNAVISTA,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
874013,-8.0833,-74.75,300,TOURNAVISTA,PERU,PERU,SENAMHI-PERU,2007-08-23 00:00:00,2
875000,-8.9167,-75.65,280,AGUAYTIA,PERU,PERU,SENAMHI-PERU,2006-02-01 00:00:00,2
876000,-8.2,-76.55,512,153298,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
876001,-8.1833,-76.5167,512,TOCACHE,PERU,PERU,SENAMHI-PERU,2000-07-04 00:00:00,2
876002,-8.4333,-76.4,544,UCHIZA,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
876003,-8.75,-76.15,542,LA MORADA,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
876004,-8.8667,-76.2833,650,154203,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
876005,-8.2,-76.55,2600,154225,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
876006,-8.2667,-76.9667,1315,ONGON,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
876007,-8.3,-76.7,2000,AJI,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
876008,-8.75,-76.15,542,LA MORADA,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
876009,-8.9333,-76.0333,650,AUACAYAÇU,PERU,PERU,SENAMHI-PERU,2006-06-09 00:00:00,2
877000,-8.2833,-77.2833,2533,154128,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
877001,-8.85,-77.3667,3821,PISCOBAMBA,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
877002,-8.55,-77.6333,3716,SIGUAS,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
877003,-8.1167,-77.3667,3243,BUILDIBUYC,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
877004,-8.5333,-77.2,2800,HUANCAS,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
877006,-8.2833,-77.2833,3250,TAYABAMBA,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
877007,-8.3833,-77.1333,3000,CAJAS,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
877008,-8.35,-77.3667,3281,PISCOBAMBA,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
879001,-8.1,-79.0333,26,TRUJILLO,PERU,PERU,SENAMHI-PERU,1999-05-04 00:00:00,2
935000,-9.5,-35.8833,45,CACHOEIRA DO IMBURY,ALAGOAS,RIO LARGO,DNOS,2005-06-20 00:00:00,2
935001,-9.28333,-35.7167,70,FLECHEIRAS,ALAGOAS,FLEXEIRAS,SUDENE,2008-12-08 00:00:00,2
935002,-9.13333,-35.7333,198,FAZENDA BOA ESCOLHA,ALAGOAS,PASSO DE CAMARAGIBE,SUDENE,2005-06-20 00:00:00,2
935003,-9.46667,-35.85,60,LOURENÇO DE ALBUQUERQUE (RFN),ALAGOAS,RIO LARGO,SUDENE,2005-04-04 00:00:00,2
935004,-9.5511,-35.77,64.5,MACEIÓ (Tabuleiro),ALAGOAS,MACEIÓ,INMET,2010-07-15 00:00:00,2
935005,-9.56667,-35.7833,5,MACEIÓ,ALAGOAS,MACEIÓ,DNOCS,2006-06-12 00:00:00,2
935007,-9.6667,-35.7167,33,MACEIÓ (RESIDÊNCIA DNOS),ALAGOAS,MACEIÓ,DNOS,2010-04-16 00:00:00,2
935008,-9.66667,-35.7167,45,MACEIÓ,ALAGOAS,MACEIÓ,SUDENE,2006-06-12 00:00:00,2
935009,-9.13333,-35.75,80,MACEIÓ - BEBEDOURO,ALAGOAS,MACEIÓ,SUDENE,2006-06-12 00:00:00,2
935010,-9.01667,-35.2333,5,MARAGOGI,ALAGOAS,MARAGOGI,SUDENE,2008-12-08 00:00:00,2
935011,-9.16667,-35.5167,16,MATRIZ DE CAMARAGIBE,ALAGOAS,MATRIZ DE CAMARAGIB,DNOCS,2008-12-08 00:00:00,2
935012,-9.3136,-35.9497,82,MURICI - PONTE,ALAGOAS,MURICI,ANA,2020-02-04 00:00:00,2
935013,-9.23333,-35.4833,90,PASSO DE CAMARAGIBE,ALAGOAS,PASSO DE CAMARAGIBE,DNOCS,2008-12-08 00:00:00,2
935014,-9.6,-35.9,131,PILAR (MANGUABA)  ,ALAGOAS,PILAR,INMET,2005-04-04 00:00:00,2
935016,-9.06667,-35.4,54,PORTO CALVO,ALAGOAS,PORTO CALVO,DNOCS,1995-05-26 00:00:00,2
935018,-9.18,-35.43,50,PORTO DE PEDRAS,ALAGOAS,PORTO DE PEDRAS,INMET,2010-07-15 00:00:00,2
935019,-9.1667,-35.3,22,PORTO DE PEDRAS (DNOS),ALAGOAS,PORTO DE PEDRAS,DNOCS,2010-07-15 00:00:00,2
935021,-9.48333,-35.8333,62,RIO LARGO,ALAGOAS,RIO LARGO,DNOCS,2008-12-08 00:00:00,2
935022,-9.58333,-35.8167,20,SATUBA 471,ALAGOAS,SATUBA,INMET,2006-06-16 00:00:00,2
935023,-9.58333,-35.8167,10,SATUBA,ALAGOAS,SATUBA,SUDENE,2008-12-09 00:00:00,2
935024,-9.53333,-35.6333,10,SAÚDE,ALAGOAS,MACEIÓ,DNOCS,2008-12-09 00:00:00,2
935025,-9.33333,-35.55,4,SÃO LUÍS DO QUITUNDE,ALAGOAS,SÃO LUÍS DO QUITUND,DNOCS,2005-04-04 00:00:00,2
935027,-9.36667,-35.4833,10,USINA SANTA AMÁLIA,ALAGOAS,SÃO LUÍS DO QUITUND,DNOS,2005-06-20 00:00:00,2
935028,-9.23333,-35.35,12,TATUAMUNHA,ALAGOAS,PORTO DE PEDRAS,DNOCS,2008-12-09 00:00:00,2
935029,-9.36667,-35.4833,10,SERRINHA,ALAGOAS,PASSO DE CAMARAGIBE,DNOS,2005-06-20 00:00:00,2
935031,-9.67,-35.7,115,MACEIÓ (UFAL - Inmet),ALAGOAS,MACEIÓ,INMET,2010-07-15 00:00:00,2
935032,-9.03333,-35.5,,URUCU,ALAGOAS,PORTO CALVO,DNOCS,2005-06-20 00:00:00,2
935034,-9.2875,-35.5658,25,SÃO LUÍS DO QUITUNDE,ALAGOAS,SÃO LUÍS DO QUITUND,INMET,2010-07-15 00:00:00,2
935054,-9.63333,-35.9667,8,PILAR ,ALAGOAS,PILAR,DNOS,2005-06-20 00:00:00,2
935055,-9.1,-35.7167,198,SÃO FRANCISCO,ALAGOAS,PASSO DE CAMARAGIBE,ANA,2000-05-15 00:00:00,2
